KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr_Wert_de;Klassifikationssystem_ID
697;272;AAA270v001;5;pc-7.0
698;274;AAE258v001;1;pc-7.0
699;274;AAA270v001;2;pc-7.0
700;274;AAA008v001;3;pc-7.0
701;276;AAC707v001;1;pc-7.0
702;276;AAC708v001;2;pc-7.0
703;276;AAB273v001;3;pc-7.0
704;276;AAA270v001;4;pc-7.0
705;278;AAC701v001;1;pc-7.0
706;278;AAA665v001;2;pc-7.0
707;278;AAB169v001;3;pc-7.0
708;278;AAB170v001;4;pc-7.0
709;278;AAC711v001;5;pc-7.0
710;278;AAC715v001;6;pc-7.0
711;278;AAC716v001;7;pc-7.0
712;278;AAC717v001;8;pc-7.0
713;278;AAA270v001;9;pc-7.0
714;279;AAA415v001;1;pc-7.0
715;279;AAA297v001;2;pc-7.0
716;279;AAC712v001;3;pc-7.0
717;279;AAC702v001;4;pc-7.0
718;279;AAA004v001;5;pc-7.0
719;279;AAA291v001;6;pc-7.0
720;279;AAA270v001;7;pc-7.0
721;282;AAC705v001;1;pc-7.0
722;282;AAC713v001;2;pc-7.0
723;282;AAC703v001;3;pc-7.0
724;282;AAA270v001;4;pc-7.0
725;285;AAC701v001;1;pc-7.0
726;285;AAA665v001;2;pc-7.0
727;285;AAB169v001;3;pc-7.0
728;285;AAB170v001;4;pc-7.0
729;285;AAC711v001;5;pc-7.0
730;285;AAA270v001;6;pc-7.0
731;286;AAC707v001;1;pc-7.0
732;286;AAC708v001;2;pc-7.0
733;286;AAB273v001;3;pc-7.0
734;286;AAA270v001;4;pc-7.0
735;287;AAA415v001;1;pc-7.0
736;287;AAA297v001;2;pc-7.0
737;287;AAC712v001;3;pc-7.0
738;287;AAC702v001;4;pc-7.0
739;287;AAA004v001;5;pc-7.0
740;287;AAA291v001;6;pc-7.0
741;287;AAA270v001;7;pc-7.0
742;288;AAC705v001;1;pc-7.0
743;288;AAC703v001;2;pc-7.0
744;288;AAA270v001;3;pc-7.0
745;291;AAC701v001;1;pc-7.0
746;291;AAA665v001;2;pc-7.0
747;291;AAB169v001;3;pc-7.0
748;291;AAB170v001;4;pc-7.0
749;291;AAC711v001;5;pc-7.0
750;291;AAA270v001;6;pc-7.0
751;292;AAC707v001;1;pc-7.0
752;292;AAC708v001;2;pc-7.0
753;292;AAB273v001;3;pc-7.0
754;292;AAA270v001;4;pc-7.0
755;293;AAA415v001;1;pc-7.0
756;293;AAA297v001;2;pc-7.0
757;293;AAC712v001;3;pc-7.0
758;293;AAC702v001;4;pc-7.0
759;293;AAA004v001;5;pc-7.0
760;293;AAA291v001;6;pc-7.0
761;293;AAA270v001;7;pc-7.0
762;294;AAC705v001;1;pc-7.0
763;294;AAC713v001;2;pc-7.0
764;294;AAC703v001;3;pc-7.0
765;294;AAA270v001;4;pc-7.0
766;297;AAC701v001;1;pc-7.0
767;297;AAA665v001;2;pc-7.0
768;297;AAB169v001;3;pc-7.0
769;297;AAB170v001;4;pc-7.0
770;297;AAC711v001;5;pc-7.0
771;297;AAA270v001;6;pc-7.0
772;298;AAC707v001;1;pc-7.0
773;298;AAC708v001;2;pc-7.0
774;298;AAB273v001;3;pc-7.0
775;298;AAA270v001;4;pc-7.0
776;299;AAA415v001;1;pc-7.0
777;299;AAA297v001;2;pc-7.0
778;299;AAC712v001;3;pc-7.0
779;299;AAC702v001;4;pc-7.0
780;299;AAA004v001;5;pc-7.0
781;299;AAA291v001;6;pc-7.0
782;299;AAA270v001;7;pc-7.0
783;300;AAC705v001;1;pc-7.0
784;300;AAC703v001;2;pc-7.0
785;300;AAA270v001;3;pc-7.0
786;303;AAC701v001;1;pc-7.0
787;303;AAA665v001;2;pc-7.0
788;303;AAB169v001;3;pc-7.0
789;303;AAB170v001;4;pc-7.0
790;303;AAC711v001;5;pc-7.0
791;303;AAA270v001;6;pc-7.0
792;304;AAC707v001;1;pc-7.0
793;304;AAC708v001;2;pc-7.0
794;304;AAB273v001;3;pc-7.0
795;304;AAA270v001;4;pc-7.0
796;305;AAA415v001;1;pc-7.0
797;305;AAA297v001;2;pc-7.0
798;305;AAC712v001;3;pc-7.0
799;305;AAC702v001;4;pc-7.0
800;305;AAA004v001;5;pc-7.0
801;305;AAA291v001;6;pc-7.0
802;305;AAA270v001;7;pc-7.0
803;306;EAB773v001;1;pc-7.0
804;306;EAB772v001;2;pc-7.0
805;306;EAB771v001;3;pc-7.0
806;306;AAA270v001;4;pc-7.0
807;307;AAC705v001;1;pc-7.0
808;307;AAC703v001;2;pc-7.0
809;307;AAA270v001;3;pc-7.0
810;309;AAC707v001;1;pc-7.0
811;309;AAC708v001;2;pc-7.0
812;309;AAB273v001;3;pc-7.0
813;309;AAA270v001;4;pc-7.0
814;310;EAB774v001;1;pc-7.0
815;310;EAB775v001;2;pc-7.0
816;310;EAB776v001;3;pc-7.0
817;310;AAA270v001;4;pc-7.0
818;311;AAA415v001;1;pc-7.0
819;311;AAA297v001;2;pc-7.0
820;311;AAC712v001;3;pc-7.0
821;311;AAC702v001;4;pc-7.0
822;311;AAA004v001;5;pc-7.0
823;311;AAA291v001;6;pc-7.0
824;311;AAA270v001;7;pc-7.0
825;312;AAA179v001;1;pc-7.0
826;312;AAC825v001;2;pc-7.0
827;312;AAA270v001;3;pc-7.0
828;313;AAA415v001;1;pc-7.0
829;313;AAA297v001;2;pc-7.0
830;313;AAC712v001;3;pc-7.0
831;313;AAC702v001;4;pc-7.0
832;313;AAA004v001;5;pc-7.0
833;313;AAA291v001;6;pc-7.0
834;313;AAA270v001;7;pc-7.0
835;314;AAC705v001;1;pc-7.0
836;314;AAC703v001;2;pc-7.0
837;314;AAA270v001;3;pc-7.0
838;317;AAC701v001;1;pc-7.0
839;317;AAA665v001;2;pc-7.0
840;317;AAB169v001;3;pc-7.0
841;317;AAB170v001;4;pc-7.0
842;317;AAC711v001;5;pc-7.0
843;317;AAA270v001;6;pc-7.0
844;318;AAC707v001;1;pc-7.0
845;318;AAC708v001;2;pc-7.0
846;318;AAB273v001;3;pc-7.0
847;318;AAA270v001;4;pc-7.0
848;319;AAA415v001;1;pc-7.0
849;319;AAA297v001;2;pc-7.0
850;319;AAC712v001;3;pc-7.0
851;319;AAC702v001;4;pc-7.0
852;319;AAA004v001;5;pc-7.0
853;319;AAA291v001;6;pc-7.0
854;319;AAA270v001;7;pc-7.0
855;320;AAC705v001;1;pc-7.0
856;320;AAC713v001;2;pc-7.0
857;320;AAC703v001;3;pc-7.0
858;320;AAA270v001;4;pc-7.0
859;323;AAC701v001;1;pc-7.0
860;323;AAA665v001;2;pc-7.0
861;323;AAB169v001;3;pc-7.0
862;323;AAB170v001;4;pc-7.0
863;323;AAC711v001;5;pc-7.0
864;323;AAA270v001;6;pc-7.0
865;324;AAC707v001;1;pc-7.0
866;324;AAC708v001;2;pc-7.0
867;324;AAB273v001;3;pc-7.0
868;324;AAA270v001;4;pc-7.0
869;325;AAA415v001;1;pc-7.0
870;325;AAA297v001;2;pc-7.0
871;325;AAC712v001;3;pc-7.0
872;325;AAC702v001;4;pc-7.0
873;325;AAA004v001;5;pc-7.0
874;325;AAA291v001;6;pc-7.0
875;325;AAA270v001;7;pc-7.0
876;326;AAC705v001;1;pc-7.0
877;326;AAC713v001;2;pc-7.0
878;326;AAC703v001;3;pc-7.0
879;326;AAA270v001;4;pc-7.0
880;329;AAC701v001;1;pc-7.0
881;329;AAA665v001;2;pc-7.0
882;329;AAB169v001;3;pc-7.0
883;329;AAB170v001;4;pc-7.0
884;329;AAC711v001;5;pc-7.0
885;329;AAA270v001;6;pc-7.0
886;330;AAA415v001;1;pc-7.0
887;330;AAA297v001;2;pc-7.0
888;330;AAC712v001;3;pc-7.0
889;330;AAC702v001;4;pc-7.0
890;330;AAA004v001;5;pc-7.0
891;330;AAA291v001;6;pc-7.0
892;330;AAA270v001;7;pc-7.0
893;331;AAC705v001;1;pc-7.0
894;331;AAC713v001;2;pc-7.0
895;331;AAC703v001;3;pc-7.0
896;331;AAA270v001;4;pc-7.0
897;334;AAC701v001;1;pc-7.0
898;334;AAA665v001;2;pc-7.0
899;334;AAB169v001;3;pc-7.0
900;334;AAB170v001;4;pc-7.0
901;334;AAC711v001;5;pc-7.0
902;334;AAA270v001;6;pc-7.0
903;335;AAC707v001;1;pc-7.0
904;335;AAC708v001;2;pc-7.0
905;335;AAB273v001;3;pc-7.0
906;335;AAA270v001;4;pc-7.0
907;336;AAA415v001;1;pc-7.0
908;336;AAA297v001;2;pc-7.0
909;336;AAC712v001;3;pc-7.0
910;336;AAC702v001;4;pc-7.0
911;336;AAA004v001;5;pc-7.0
912;336;AAA291v001;6;pc-7.0
913;336;AAA270v001;7;pc-7.0
914;337;AAA025v001;1;pc-7.0
915;337;AAC700v001;2;pc-7.0
916;337;AAA270v001;3;pc-7.0
917;340;AAC707v001;1;pc-7.0
918;340;AAC708v001;2;pc-7.0
919;340;AAB273v001;3;pc-7.0
920;340;AAC714v001;4;pc-7.0
921;340;AAA270v001;5;pc-7.0
922;341;AAC707v001;1;pc-7.0
923;341;AAC708v001;2;pc-7.0
924;341;AAB273v001;3;pc-7.0
925;341;AAA270v001;4;pc-7.0
926;342;AAA415v001;1;pc-7.0
927;342;AAA297v001;2;pc-7.0
928;342;AAC712v001;3;pc-7.0
929;342;AAC702v001;4;pc-7.0
930;342;AAA004v001;5;pc-7.0
931;342;AAA291v001;6;pc-7.0
932;342;AAA270v001;7;pc-7.0
933;343;AAA291v001;1;pc-7.0
934;343;AAA270v001;2;pc-7.0
935;344;AAB169v001;1;pc-7.0
936;344;AAB170v001;2;pc-7.0
937;344;AAC711v001;3;pc-7.0
938;344;AAA270v001;4;pc-7.0
939;346;AAC705v001;1;pc-7.0
940;346;AAC713v001;2;pc-7.0
941;346;AAC703v001;3;pc-7.0
942;346;AAA270v001;4;pc-7.0
943;348;AAE270v001;1;pc-7.0
944;348;AAA270v001;2;pc-7.0
945;348;AAA008v001;3;pc-7.0
946;350;AAC701v001;1;pc-7.0
947;350;AAA665v001;2;pc-7.0
948;350;AAB169v001;3;pc-7.0
949;350;AAB170v001;4;pc-7.0
950;350;AAC711v001;5;pc-7.0
951;350;AAC715v001;6;pc-7.0
952;350;AAC716v001;7;pc-7.0
953;350;AAC717v001;8;pc-7.0
954;350;AAA270v001;9;pc-7.0
955;351;AAC707v001;1;pc-7.0
956;351;AAC708v001;2;pc-7.0
957;351;AAB273v001;3;pc-7.0
958;351;AAA270v001;4;pc-7.0
959;352;AAA415v001;1;pc-7.0
960;352;AAA297v001;2;pc-7.0
961;352;AAC712v001;3;pc-7.0
962;352;AAC702v001;4;pc-7.0
963;352;AAA004v001;5;pc-7.0
964;352;AAA291v001;6;pc-7.0
965;352;AAA270v001;7;pc-7.0
966;353;AAC705v001;1;pc-7.0
967;353;AAC713v001;2;pc-7.0
968;353;AAC703v001;3;pc-7.0
969;353;AAA270v001;4;pc-7.0
970;355;AAE270v001;1;pc-7.0
971;355;AAA270v001;2;pc-7.0
972;355;AAA008v001;3;pc-7.0
973;357;AAC701v001;1;pc-7.0
974;357;AAA665v001;2;pc-7.0
975;357;AAB169v001;3;pc-7.0
976;357;AAB170v001;4;pc-7.0
977;357;AAC711v001;5;pc-7.0
978;357;AAC715v001;6;pc-7.0
979;357;AAC716v001;7;pc-7.0
980;357;AAC717v001;8;pc-7.0
981;357;AAA270v001;9;pc-7.0
982;358;AAC707v001;1;pc-7.0
983;358;AAC708v001;2;pc-7.0
984;358;AAB273v001;3;pc-7.0
985;358;AAA270v001;4;pc-7.0
986;359;AAA415v001;1;pc-7.0
987;359;AAA297v001;2;pc-7.0
988;359;AAC712v001;3;pc-7.0
989;359;AAC702v001;4;pc-7.0
990;359;AAA004v001;5;pc-7.0
991;359;AAA291v001;6;pc-7.0
992;359;AAA270v001;7;pc-7.0
993;360;AAC705v001;1;pc-7.0
994;360;AAC713v001;2;pc-7.0
995;360;AAC703v001;3;pc-7.0
996;360;AAA270v001;4;pc-7.0
997;362;AAE270v001;1;pc-7.0
998;362;AAA270v001;2;pc-7.0
999;362;AAA008v001;3;pc-7.0
1000;364;AAC701v001;1;pc-7.0
1001;364;AAA665v001;2;pc-7.0
1002;364;AAB169v001;3;pc-7.0
1003;364;AAB170v001;4;pc-7.0
1004;364;AAC711v001;5;pc-7.0
1005;364;AAC715v001;6;pc-7.0
1006;364;AAC716v001;7;pc-7.0
1007;364;AAC717v001;8;pc-7.0
1008;364;AAA270v001;9;pc-7.0
1009;365;AAC707v001;1;pc-7.0
1010;365;AAC708v001;2;pc-7.0
1011;365;AAB273v001;3;pc-7.0
1012;365;AAA270v001;4;pc-7.0
1013;366;AAA415v001;1;pc-7.0
1014;366;AAA297v001;2;pc-7.0
1015;366;AAC712v001;3;pc-7.0
1016;366;AAC702v001;4;pc-7.0
1017;366;AAA004v001;5;pc-7.0
1018;366;AAA291v001;6;pc-7.0
1019;366;AAA270v001;7;pc-7.0
1020;367;AAC705v001;1;pc-7.0
1021;367;AAC713v001;2;pc-7.0
1022;367;AAC703v001;3;pc-7.0
1023;367;AAA270v001;4;pc-7.0
1024;369;AAE270v001;1;pc-7.0
1025;369;AAA270v001;2;pc-7.0
1026;369;AAA008v001;3;pc-7.0
1027;371;AAC701v001;1;pc-7.0
1028;371;AAA665v001;2;pc-7.0
1029;371;AAB169v001;3;pc-7.0
1030;371;AAB170v001;4;pc-7.0
1031;371;AAC711v001;5;pc-7.0
1032;371;AAC715v001;6;pc-7.0
1033;371;AAC716v001;7;pc-7.0
1034;371;AAC717v001;8;pc-7.0
1035;371;AAA270v001;9;pc-7.0
1036;372;AAC707v001;1;pc-7.0
1037;372;AAC708v001;2;pc-7.0
1038;372;AAB273v001;3;pc-7.0
1039;372;AAA270v001;4;pc-7.0
1040;373;AAA415v001;1;pc-7.0
1041;373;AAA297v001;2;pc-7.0
1042;373;AAC712v001;3;pc-7.0
1043;373;AAC702v001;4;pc-7.0
1044;373;AAA004v001;5;pc-7.0
1045;373;AAA291v001;6;pc-7.0
1046;373;AAA270v001;7;pc-7.0
1047;374;AAC705v001;1;pc-7.0
1048;374;AAC713v001;2;pc-7.0
1049;374;AAC703v001;3;pc-7.0
1050;374;AAA270v001;4;pc-7.0
1051;376;AAE270v001;1;pc-7.0
1052;376;AAA270v001;2;pc-7.0
1053;376;AAA008v001;3;pc-7.0
1054;378;AAC701v001;1;pc-7.0
1055;378;AAA665v001;2;pc-7.0
1056;378;AAB169v001;3;pc-7.0
1057;378;AAB170v001;4;pc-7.0
1058;378;AAC711v001;5;pc-7.0
1059;378;AAC715v001;6;pc-7.0
1060;378;AAC716v001;7;pc-7.0
1061;378;AAC717v001;8;pc-7.0
1062;378;AAA270v001;9;pc-7.0
1063;379;AAC707v001;1;pc-7.0
1064;379;AAC708v001;2;pc-7.0
1065;379;AAB273v001;3;pc-7.0
1066;379;AAA270v001;4;pc-7.0
1067;380;AAA415v001;1;pc-7.0
1068;380;AAA297v001;2;pc-7.0
1069;380;AAC712v001;3;pc-7.0
1070;380;AAC702v001;4;pc-7.0
1071;380;AAA004v001;5;pc-7.0
1072;380;AAA291v001;6;pc-7.0
1073;380;AAA270v001;7;pc-7.0
1074;381;AAC705v001;1;pc-7.0
1075;381;AAC713v001;2;pc-7.0
1076;381;AAC703v001;3;pc-7.0
1077;381;AAA270v001;4;pc-7.0
1078;383;AAE270v001;1;pc-7.0
1079;383;AAA270v001;2;pc-7.0
1080;383;AAA008v001;3;pc-7.0
1081;385;AAC701v001;1;pc-7.0
1082;385;AAA665v001;2;pc-7.0
1083;385;AAB169v001;3;pc-7.0
1084;385;AAB170v001;4;pc-7.0
1085;385;AAC711v001;5;pc-7.0
1086;385;AAC715v001;6;pc-7.0
1087;385;AAC716v001;7;pc-7.0
1088;385;AAC717v001;8;pc-7.0
1089;385;AAA270v001;9;pc-7.0
1090;386;AAC707v001;1;pc-7.0
1091;386;AAC708v001;2;pc-7.0
1092;386;AAB273v001;3;pc-7.0
1093;386;AAA270v001;4;pc-7.0
1094;387;AAA415v001;1;pc-7.0
1095;387;AAA297v001;2;pc-7.0
1096;387;AAC712v001;3;pc-7.0
1097;387;AAC702v001;4;pc-7.0
1098;387;AAA004v001;5;pc-7.0
1099;387;AAA291v001;6;pc-7.0
1100;387;AAA270v001;7;pc-7.0
1101;388;AAC705v001;1;pc-7.0
1102;388;AAC713v001;2;pc-7.0
1103;388;AAC703v001;3;pc-7.0
1104;388;AAA270v001;4;pc-7.0
1105;390;EAB750v001;1;pc-7.0
1106;390;AAB201v001;2;pc-7.0
1107;390;EAB751v001;3;pc-7.0
1108;390;EAB752v001;4;pc-7.0
1109;390;AAA270v001;5;pc-7.0
1110;391;AAA415v001;1;pc-7.0
1111;391;AAA297v001;2;pc-7.0
1112;391;AAC712v001;3;pc-7.0
1113;391;AAC702v001;4;pc-7.0
1114;391;AAA004v001;5;pc-7.0
1115;391;AAA291v001;6;pc-7.0
1116;391;AAA270v001;7;pc-7.0
1117;392;EAB777v001;1;pc-7.0
1118;392;EAB778v001;2;pc-7.0
1119;392;AAA270v001;3;pc-7.0
1120;393;AAA415v001;1;pc-7.0
1121;393;AAA297v001;2;pc-7.0
1122;393;AAC712v001;3;pc-7.0
1123;393;AAC702v001;4;pc-7.0
1124;393;AAA004v001;5;pc-7.0
1125;393;AAA291v001;6;pc-7.0
1126;393;AAA270v001;7;pc-7.0
1127;394;AAA062v001;1;pc-7.0
1128;394;AAC725v001;2;pc-7.0
1129;394;AAA270v001;3;pc-7.0
1130;395;AAC718v001;1;pc-7.0
1131;395;AAC720v001;2;pc-7.0
1132;395;AAC719v001;3;pc-7.0
1133;395;AAA270v001;4;pc-7.0
1134;397;AAC707v001;1;pc-7.0
1135;397;AAC708v001;2;pc-7.0
1136;397;AAB273v001;3;pc-7.0
1137;397;AAA270v001;4;pc-7.0
1138;399;AAC721v001;1;pc-7.0
1139;399;AAC701v001;2;pc-7.0
1140;399;AAA665v001;3;pc-7.0
1141;399;AAB169v001;4;pc-7.0
1142;399;AAB170v001;5;pc-7.0
1143;399;AAC711v001;6;pc-7.0
1144;399;AAC715v001;7;pc-7.0
1145;399;AAC716v001;8;pc-7.0
1146;399;AAC717v001;9;pc-7.0
1147;399;AAC723v001;10;pc-7.0
1148;399;AAA270v001;11;pc-7.0
1149;400;AAA415v001;1;pc-7.0
1150;400;AAA297v001;2;pc-7.0
1151;400;AAC712v001;3;pc-7.0
1152;400;AAC702v001;4;pc-7.0
1153;400;AAA004v001;5;pc-7.0
1154;400;AAA291v001;6;pc-7.0
1155;400;AAA270v001;7;pc-7.0
1156;401;AAA062v001;1;pc-7.0
1157;401;AAC725v001;2;pc-7.0
1158;401;AAA270v001;3;pc-7.0
1159;402;AAC718v001;1;pc-7.0
1160;402;AAC720v001;2;pc-7.0
1161;402;AAC719v001;3;pc-7.0
1162;402;AAA270v001;4;pc-7.0
1163;404;AAC707v001;1;pc-7.0
1164;404;AAC708v001;2;pc-7.0
1165;404;AAB273v001;3;pc-7.0
1166;404;AAA270v001;4;pc-7.0
1167;406;AAC721v001;1;pc-7.0
1168;406;AAC701v001;2;pc-7.0
1169;406;AAA665v001;3;pc-7.0
1170;406;AAB169v001;4;pc-7.0
1171;406;AAB170v001;5;pc-7.0
1172;406;AAC711v001;6;pc-7.0
1173;406;AAC715v001;7;pc-7.0
1174;406;AAC716v001;8;pc-7.0
1175;406;AAC717v001;9;pc-7.0
1176;406;AAC723v001;10;pc-7.0
1177;406;AAA270v001;11;pc-7.0
1178;407;AAA415v001;1;pc-7.0
1179;407;AAA297v001;2;pc-7.0
1180;407;AAC712v001;3;pc-7.0
1181;407;AAC702v001;4;pc-7.0
1182;407;AAA004v001;5;pc-7.0
1183;407;AAA291v001;6;pc-7.0
1184;407;AAA270v001;7;pc-7.0
1185;408;AAC720v001;1;pc-7.0
1186;408;AAC719v001;2;pc-7.0
1187;408;AAC718v001;3;pc-7.0
1188;408;AAA270v001;4;pc-7.0
1189;410;AAC707v001;1;pc-7.0
1190;410;AAC708v001;2;pc-7.0
1191;410;AAB273v001;3;pc-7.0
1192;410;AAA270v001;4;pc-7.0
1193;412;AAC721v001;1;pc-7.0
1194;412;AAC701v001;2;pc-7.0
1195;412;AAA665v001;3;pc-7.0
1196;412;AAB169v001;4;pc-7.0
1197;412;AAB170v001;5;pc-7.0
1198;412;AAC711v001;6;pc-7.0
1199;412;AAC715v001;7;pc-7.0
1200;412;AAC716v001;8;pc-7.0
1201;412;AAC717v001;9;pc-7.0
1202;412;AAC723v001;10;pc-7.0
1203;412;AAC724v001;11;pc-7.0
1204;412;AAA270v001;12;pc-7.0
1205;413;AAA415v001;1;pc-7.0
1206;413;AAA297v001;2;pc-7.0
1207;413;AAC712v001;3;pc-7.0
1208;413;AAC702v001;4;pc-7.0
1209;413;AAA004v001;5;pc-7.0
1210;413;AAA291v001;6;pc-7.0
1211;413;AAA270v001;7;pc-7.0
1212;414;AAC720v001;1;pc-7.0
1213;414;AAC719v001;2;pc-7.0
1214;414;AAC718v001;3;pc-7.0
1215;414;AAA270v001;4;pc-7.0
1216;416;AAC707v001;1;pc-7.0
1217;416;AAC708v001;2;pc-7.0
1218;416;AAB273v001;3;pc-7.0
1219;416;AAA270v001;4;pc-7.0
1220;418;AAC721v001;1;pc-7.0
1221;418;AAC701v001;2;pc-7.0
1222;418;AAB169v001;3;pc-7.0
1223;418;AAB170v001;4;pc-7.0
1224;418;AAC711v001;5;pc-7.0
1225;418;AAC715v001;6;pc-7.0
1226;418;AAC716v001;7;pc-7.0
1227;418;AAC717v001;8;pc-7.0
1228;418;AAC723v001;9;pc-7.0
1229;418;AAC724v001;10;pc-7.0
1230;418;AAA270v001;11;pc-7.0
1231;419;AAA415v001;1;pc-7.0
1232;419;AAA297v001;2;pc-7.0
1233;419;AAC712v001;3;pc-7.0
1234;419;AAC702v001;4;pc-7.0
1235;419;AAA004v001;5;pc-7.0
1236;419;AAA291v001;6;pc-7.0
1237;419;AAA270v001;7;pc-7.0
1238;420;AAA062v001;1;pc-7.0
1239;420;AAC725v001;2;pc-7.0
1240;420;AAA270v001;3;pc-7.0
1241;421;AAC705v001;1;pc-7.0
1242;421;AAC713v001;2;pc-7.0
1243;421;AAC703v001;3;pc-7.0
1244;421;AAA270v001;4;pc-7.0
1245;423;AAC707v001;1;pc-7.0
1246;423;AAC708v001;2;pc-7.0
1247;423;AAB273v001;3;pc-7.0
1248;423;AAA270v001;4;pc-7.0
1249;425;AAC721v001;1;pc-7.0
1250;425;AAC701v001;2;pc-7.0
1251;425;AAA665v001;3;pc-7.0
1252;425;AAB169v001;4;pc-7.0
1253;425;AAB170v001;5;pc-7.0
1254;425;AAC711v001;6;pc-7.0
1255;425;AAC715v001;7;pc-7.0
1256;425;AAC716v001;8;pc-7.0
1257;425;AAC717v001;9;pc-7.0
1258;425;AAC723v001;10;pc-7.0
1259;425;AAA270v001;11;pc-7.0
1260;426;AAA415v001;1;pc-7.0
1261;426;AAA297v001;2;pc-7.0
1262;426;AAC712v001;3;pc-7.0
1263;426;AAC702v001;4;pc-7.0
1264;426;AAA004v001;5;pc-7.0
1265;426;AAA291v001;6;pc-7.0
1266;426;AAA270v001;7;pc-7.0
1267;427;AAA062v001;1;pc-7.0
1268;427;AAC725v001;2;pc-7.0
1269;427;AAA270v001;3;pc-7.0
1270;428;AAC705v001;1;pc-7.0
1271;428;AAC713v001;2;pc-7.0
1272;428;AAC703v001;3;pc-7.0
1273;428;AAA270v001;4;pc-7.0
1274;430;AAC707v001;1;pc-7.0
1275;430;AAC708v001;2;pc-7.0
1276;430;AAB273v001;3;pc-7.0
1277;430;AAA270v001;4;pc-7.0
1278;432;AAC721v001;1;pc-7.0
1279;432;AAC701v001;2;pc-7.0
1280;432;AAA665v001;3;pc-7.0
1281;432;AAB169v001;4;pc-7.0
1282;432;AAB170v001;5;pc-7.0
1283;432;AAC711v001;6;pc-7.0
1284;432;AAC715v001;7;pc-7.0
1285;432;AAC716v001;8;pc-7.0
1286;432;AAC717v001;9;pc-7.0
1287;432;AAC723v001;10;pc-7.0
1288;432;AAA270v001;11;pc-7.0
1289;433;AAA415v001;1;pc-7.0
1290;433;AAA297v001;2;pc-7.0
1291;433;AAC712v001;3;pc-7.0
1292;433;AAC702v001;4;pc-7.0
1293;433;AAA004v001;5;pc-7.0
1294;433;AAA291v001;6;pc-7.0
1295;433;AAA270v001;7;pc-7.0
1296;434;AAA062v001;1;pc-7.0
1297;434;AAC725v001;2;pc-7.0
1298;434;AAA270v001;3;pc-7.0
1299;435;AAC718v001;1;pc-7.0
1300;435;AAC720v001;2;pc-7.0
1301;435;AAC719v001;3;pc-7.0
1302;435;AAA270v001;4;pc-7.0
1303;437;AAC707v001;1;pc-7.0
1304;437;AAC708v001;2;pc-7.0
1305;437;AAB273v001;3;pc-7.0
1306;437;AAA270v001;4;pc-7.0
1307;439;AAC721v001;1;pc-7.0
1308;439;AAC701v001;2;pc-7.0
1309;439;AAA665v001;3;pc-7.0
1310;439;AAB169v001;4;pc-7.0
1311;439;AAB170v001;5;pc-7.0
1312;439;AAC711v001;6;pc-7.0
1313;439;AAC715v001;7;pc-7.0
1314;439;AAC716v001;8;pc-7.0
1315;439;AAC717v001;9;pc-7.0
1316;439;AAC723v001;10;pc-7.0
1317;439;AAA270v001;11;pc-7.0
1318;440;AAA415v001;1;pc-7.0
1319;440;AAA297v001;2;pc-7.0
1320;440;AAC712v001;3;pc-7.0
1321;440;AAC702v001;4;pc-7.0
1322;440;AAA004v001;5;pc-7.0
1323;440;AAA291v001;6;pc-7.0
1324;440;AAA270v001;7;pc-7.0
1325;441;AAC705v001;1;pc-7.0
1326;441;AAC703v001;2;pc-7.0
1327;441;AAA270v001;3;pc-7.0
1328;443;AAE269v001;1;pc-7.0
1329;443;AAA270v001;2;pc-7.0
1330;443;AAA008v001;3;pc-7.0
1331;445;AAC701v001;1;pc-7.0
1332;445;AAA665v001;2;pc-7.0
1333;445;AAB169v001;3;pc-7.0
1334;445;AAB170v001;4;pc-7.0
1335;445;AAC711v001;5;pc-7.0
1336;445;AAA270v001;6;pc-7.0
1337;446;AAC707v001;1;pc-7.0
1338;446;AAC708v001;2;pc-7.0
1339;446;AAB273v001;3;pc-7.0
1340;446;AAA270v001;4;pc-7.0
1341;447;AAA062v001;1;pc-7.0
1342;447;AAC725v001;2;pc-7.0
1343;447;AAA270v001;3;pc-7.0
1344;448;AAC718v001;1;pc-7.0
1345;448;AAC720v001;2;pc-7.0
1346;448;AAC719v001;3;pc-7.0
1347;448;AAA270v001;4;pc-7.0
1348;450;AAC707v001;1;pc-7.0
1349;450;AAC708v001;2;pc-7.0
1350;450;AAB273v001;3;pc-7.0
1351;450;AAA270v001;4;pc-7.0
1352;452;AAC721v001;1;pc-7.0
1353;452;AAC701v001;2;pc-7.0
1354;452;AAA665v001;3;pc-7.0
1355;452;AAB169v001;4;pc-7.0
1356;452;AAB170v001;5;pc-7.0
1357;452;AAC711v001;6;pc-7.0
1358;452;AAC715v001;7;pc-7.0
1359;452;AAC716v001;8;pc-7.0
1360;452;AAC717v001;9;pc-7.0
1361;452;AAC723v001;10;pc-7.0
1362;452;AAA270v001;11;pc-7.0
1363;453;AAA415v001;1;pc-7.0
1364;453;AAA297v001;2;pc-7.0
1365;453;AAC712v001;3;pc-7.0
1366;453;AAC702v001;4;pc-7.0
1367;453;AAA004v001;5;pc-7.0
1368;453;AAA291v001;6;pc-7.0
1369;453;AAA270v001;7;pc-7.0
1370;454;AAC705v001;1;pc-7.0
1371;454;AAC713v001;2;pc-7.0
1372;454;AAC703v001;3;pc-7.0
1373;454;AAA270v001;4;pc-7.0
1374;457;AAC701v001;1;pc-7.0
